Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
12/15/2020,1617,19,87,214,365,269,260,242,157,66,44,0,821,785,11,611,38,242,255,88,383,0,0,0,3,3,6,5,2,0,6,13,0,9,1,4,5,0,0,1,2,5,11,13,28,14,13,0,37,50,0,27,5,31,14,3,7
04/07/2020,556,25,194,2,83,106,94,84,80,55,52,0,295,261,0,165,15,201,91,27,57,0,0,0,1,5,4,10,5,0,11,14,0,6,0,16,1,2,0,0,5,13,23,35,47,33,38,0,90,104,0,41,8,101,34,10,0
05/28/2021,139,4,21,31,33,18,22,18,7,6,4,0,88,51,0,34,4,59,17,5,20,0,0,0,0,0,2,1,1,0,3,1,0,0,0,4,0,0,0,1,2,1,5,7,1,3,1,0,9,12,0,3,0,15,2,1,0
01/23/2021,581,9,54,69,119,134,86,79,53,28,13,0,301,279,1,187,28,90,134,29,113,0,0,0,0,1,2,2,4,0,2,7,0,2,1,4,2,0,0,0,3,6,2,2,13,18,10,0,29,25,0,16,2,26,7,2,1
12/03/2020,2072,30,117,235,521,405,318,308,157,80,47,1,1095,973,4,713,58,336,344,95,526,0,0,0,1,3,6,10,10,0,12,18,0,7,3,13,7,0,0,1,3,11,14,21,24,20,23,0,49,68,0,36,4,44,25,3,5
03/01/2021,312,2,26,47,81,53,45,32,34,9,11,0,155,155,2,68,13,59,78,23,71,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,4,2,4,7,3,5,0,10,16,0,6,1,8,7,4,0
06/08/2020,274,15,43,21,63,48,49,41,24,15,13,0,138,134,2,137,3,45,29,10,50,0,0,1,1,2,2,3,6,0,6,9,0,5,1,5,3,1,0,2,7,2,7,9,5,5,6,0,22,21,0,14,2,15,8,3,1
06/01/2021,123,5,23,29,20,25,26,14,5,4,0,0,72,49,2,26,3,45,17,6,26,0,0,0,1,1,2,1,0,0,2,3,0,2,0,3,0,0,0,3,1,3,4,3,3,4,2,0,11,12,0,5,0,14,4,0,0
05/01/2020,1169,39,139,59,222,221,205,193,133,68,68,0,616,524,29,539,26,196,110,46,252,0,1,0,1,4,12,8,13,0,14,25,0,12,1,15,10,0,1,0,14,13,16,22,24,30,20,0,75,64,0,48,3,61,22,3,2
11/25/2020,1834,17,110,260,432,354,256,237,165,84,45,1,968,859,7,553,39,302,323,93,524,0,0,1,1,0,3,6,6,0,4,13,0,8,0,4,5,0,0,2,7,8,11,19,26,17,20,0,57,53,0,37,5,31,27,6,4
09/07/2020,72,1,17,4,19,17,5,10,11,3,3,0,39,33,0,21,0,23,15,3,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,6,1,1,5,1,1,0,11,6,0,8,0,5,3,0,1
06/24/2020,245,9,25,22,77,56,28,34,11,9,8,0,143,101,1,84,5,53,42,8,53,0,0,0,0,3,4,1,1,0,5,4,0,6,1,2,0,0,0,0,7,4,1,4,2,6,1,0,18,7,0,6,0,15,4,0,0
01/07/2021,1382,17,85,166,365,278,188,157,148,50,30,0,678,692,12,429,51,187,349,73,293,0,0,1,0,4,3,6,3,0,6,11,0,7,1,7,2,0,0,0,5,10,7,16,18,14,15,0,39,46,0,20,4,34,20,4,3
10/13/2020,881,5,31,90,254,194,134,108,58,24,19,0,449,429,3,368,18,122,197,42,134,0,0,0,0,0,2,2,1,0,1,4,0,1,0,3,1,0,0,2,3,3,6,5,7,2,3,0,16,15,0,10,1,6,9,3,2
10/10/2020,442,5,32,40,114,108,67,59,35,9,10,0,229,212,1,146,10,50,118,19,99,0,0,0,0,1,2,1,1,0,3,2,0,0,1,2,2,0,0,0,3,2,4,5,2,8,8,0,15,17,0,7,0,10,11,2,2
04/16/2021,654,5,57,109,187,125,94,67,47,13,12,0,375,279,0,165,22,213,112,24,118,0,0,0,0,1,2,0,2,0,2,3,0,1,0,2,1,0,1,0,8,5,6,13,15,7,3,0,35,22,0,11,0,35,7,1,3
04/02/2020,437,15,169,2,59,69,85,91,58,40,33,0,211,226,0,88,12,226,56,18,37,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,8,15,28,33,35,28,21,0,72,97,0,38,4,95,21,10,1
04/25/2021,274,11,50,40,70,71,28,36,21,8,0,0,141,132,1,55,12,108,46,16,37,0,0,0,2,3,3,3,0,0,4,7,0,3,0,7,1,0,0,3,5,11,4,10,10,5,2,0,31,19,0,10,1,23,8,3,5
01/26/2021,644,11,53,76,157,122,113,88,46,30,12,0,313,328,3,195,24,129,133,38,125,0,1,0,0,0,1,3,6,0,5,6,0,1,0,7,2,1,0,1,4,5,3,9,11,10,10,0,27,26,0,12,1,24,9,2,5
08/19/2020,485,5,22,58,150,90,57,71,39,13,7,0,256,228,1,204,4,82,105,27,63,0,0,0,1,0,2,1,1,0,3,2,0,2,0,1,2,0,0,1,2,2,1,6,2,6,2,0,11,11,0,4,0,12,4,0,2
04/10/2021,551,8,50,86,149,109,91,65,28,15,8,0,278,272,1,132,25,146,123,28,97,0,0,0,1,0,4,1,2,0,5,3,0,3,0,4,1,0,0,1,5,3,10,11,6,8,6,0,20,30,0,10,1,33,4,0,2
03/20/2021,273,6,29,31,90,64,35,25,18,5,5,0,132,141,0,58,16,76,72,16,35,0,0,0,0,1,2,1,2,0,3,3,0,1,0,3,2,0,0,1,7,2,1,10,5,1,2,0,15,14,0,8,1,10,7,1,2
04/04/2021,300,4,41,46,67,66,58,34,16,8,5,0,152,146,2,68,15,73,75,17,52,0,0,0,1,1,0,1,1,0,1,3,0,0,0,3,1,0,0,0,3,10,6,7,6,3,6,0,25,16,0,9,1,24,4,2,1
08/13/2021,6,0,,1,0,3,1,0,1,0,0,0,3,3,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
12/16/2020,1386,25,83,175,323,253,219,205,109,55,47,0,685,693,8,468,36,263,260,60,299,0,0,2,1,0,6,7,9,0,13,12,0,4,1,10,10,0,0,2,6,3,9,19,16,15,13,0,43,40,0,23,2,35,16,4,3
02/27/2021,177,7,17,31,39,32,21,24,14,9,7,0,100,77,0,52,12,41,35,9,28,0,0,0,0,1,1,1,4,0,3,4,0,2,0,2,3,0,0,0,0,0,0,4,5,4,4,0,7,10,0,2,0,10,5,0,0
04/18/2020,535,39,161,13,89,101,96,90,81,44,21,0,247,288,0,183,19,159,60,20,94,0,0,0,3,4,8,12,12,0,20,19,0,12,5,20,2,0,0,1,7,17,19,37,38,27,15,0,60,101,0,53,3,72,22,9,2
05/22/2020,724,36,92,64,155,135,125,112,74,35,24,0,369,347,8,352,10,145,64,29,124,0,0,0,1,6,10,8,11,0,16,20,0,12,2,14,8,0,0,0,9,13,8,11,19,18,14,0,40,52,0,37,4,34,10,0,7
03/18/2020,162,1,38,2,31,32,40,23,18,11,5,0,80,82,0,20,8,64,62,3,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,5,8,9,9,5,0,12,26,0,5,3,22,7,0,1
03/21/2020,125,2,63,0,18,25,20,28,16,13,5,0,53,72,0,25,6,61,26,3,4,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,4,6,7,18,10,14,4,0,23,40,0,11,4,35,11,1,1
09/23/2020,391,6,25,49,118,89,59,38,27,6,5,0,189,195,7,154,8,45,95,23,66,0,0,0,1,0,1,2,2,0,2,4,0,0,0,4,2,0,0,1,4,5,4,4,3,2,2,0,17,8,0,11,0,4,8,2,0
06/28/2021,50,2,11,12,9,9,9,5,3,3,0,0,18,32,0,11,2,20,8,1,8,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,2,1,0,2,1,3,1,0,7,4,0,6,0,5,0,0,0
07/31/2020,392,2,24,46,112,82,64,42,31,8,7,0,208,181,3,185,6,78,75,11,37,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,4,5,1,2,7,3,1,0,13,11,0,7,1,12,3,1,0
05/23/2021,93,6,27,15,23,17,12,8,6,4,8,0,51,42,0,16,1,56,8,3,9,0,0,1,1,1,0,0,3,0,1,5,0,1,1,3,1,0,0,0,3,3,4,4,3,4,6,0,15,12,0,4,0,19,1,3,0
06/11/2021,39,2,14,6,12,6,6,2,3,3,1,0,18,21,0,13,2,10,7,2,5,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,3,1,1,6,1,1,0,7,7,0,2,0,9,1,0,2
07/06/2021,76,2,7,22,18,13,6,8,6,2,1,0,46,30,0,14,2,17,16,5,22,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,2,0,1,2,0,5,2,0,2,2,2,1,0,0
07/21/2020,291,1,31,25,83,57,55,31,23,8,9,0,144,147,0,91,3,90,52,18,37,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,5,6,2,5,4,5,0,15,16,0,7,1,15,6,0,2
06/23/2020,234,8,26,12,72,43,37,27,17,17,9,0,117,116,1,93,7,43,51,5,35,0,0,0,0,0,3,2,3,0,3,5,0,3,0,4,1,0,0,0,3,2,5,4,4,3,5,0,17,9,0,9,0,9,4,3,1
06/10/2020,233,12,29,10,57,46,31,36,26,18,9,0,129,100,4,99,3,46,31,8,46,0,0,1,2,2,1,4,2,0,5,7,0,5,1,6,0,0,0,0,1,3,2,8,3,6,6,0,17,12,0,6,1,16,5,1,0
05/17/2021,349,6,48,59,84,74,44,39,34,8,7,0,199,150,0,62,9,143,42,15,78,0,0,0,0,0,1,3,2,0,2,4,0,3,0,3,0,0,0,2,7,5,7,9,8,5,5,0,20,28,0,6,0,37,1,0,4
06/05/2021,62,6,10,14,13,9,7,8,7,2,2,0,33,29,0,17,1,23,11,3,7,0,0,0,1,1,2,1,1,0,2,4,0,2,0,3,1,0,0,0,0,3,1,4,1,0,1,0,7,3,0,0,0,8,2,0,0
04/08/2020,705,36,172,11,86,100,107,155,129,69,48,0,353,352,0,171,20,303,105,31,75,0,0,0,1,7,8,9,11,0,13,23,0,3,2,22,9,0,0,1,1,14,16,37,40,37,26,0,66,105,1,38,5,87,30,12,0
04/04/2020,327,22,159,2,34,39,61,70,63,33,25,0,153,174,0,70,15,143,43,17,39,0,0,0,3,4,4,4,7,0,13,9,0,3,0,14,4,1,0,0,4,11,22,33,44,24,21,0,77,82,0,40,10,77,23,6,3
03/11/2020,13,0,7,0,4,1,3,3,2,0,0,0,4,9,0,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,4,3,0,1,0,5,1,0,0
07/13/2020,337,3,33,36,99,69,45,35,31,7,15,0,194,142,1,126,7,90,59,8,47,0,1,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,2,2,4,3,8,5,6,3,0,16,17,0,11,2,11,6,1,2
05/15/2020,970,49,110,80,186,201,166,136,101,64,36,0,537,424,9,450,10,157,84,35,234,0,0,2,1,7,14,12,13,0,16,33,0,19,0,13,15,2,0,0,14,10,17,13,18,19,19,0,59,51,0,36,2,45,21,2,4
06/20/2020,125,10,20,18,32,18,21,19,5,9,3,0,65,60,0,69,1,16,18,4,17,0,0,1,0,2,2,1,4,0,3,7,0,8,0,1,1,0,0,3,3,3,1,3,3,1,3,0,11,9,0,11,0,6,2,1,0
03/19/2020,183,2,36,5,34,47,35,25,18,17,2,0,86,97,0,20,10,79,63,7,4,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,2,7,9,6,10,1,0,16,20,0,4,1,23,7,1,0
03/05/2020,1,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,3,3,0,0,0,3,3,0,0
05/22/2021,131,5,35,27,36,17,13,19,10,8,1,0,69,61,1,35,1,53,19,6,17,0,0,1,0,0,2,2,0,0,3,2,0,2,1,2,0,0,0,1,4,5,9,7,5,4,0,0,20,15,0,7,0,20,4,1,3
04/27/2020,1158,35,169,42,234,201,232,207,125,53,64,0,578,560,20,523,23,207,109,60,236,0,0,0,1,3,4,14,13,0,11,24,0,8,1,19,7,0,0,1,10,9,16,39,37,20,37,0,78,91,0,55,4,71,28,10,1
07/18/2020,132,4,15,13,37,25,21,19,9,5,3,0,61,71,0,41,1,42,20,5,23,0,0,0,0,1,1,1,1,0,2,2,0,2,0,0,2,0,0,0,1,0,1,2,2,7,2,0,8,7,0,1,0,10,2,1,1
07/26/2020,97,6,18,7,24,25,11,16,8,4,2,0,49,48,0,28,3,19,27,4,16,0,0,0,0,1,1,1,3,0,3,3,0,1,0,3,2,0,0,0,1,2,2,5,5,1,2,0,10,8,0,4,0,9,3,1,1
05/09/2020,520,53,97,33,104,100,98,90,54,28,13,0,263,255,2,246,9,91,38,17,119,0,1,0,4,6,6,11,25,0,24,29,0,26,3,15,8,1,0,1,8,11,12,19,17,18,11,0,50,47,0,43,1,30,14,5,4
08/22/2020,191,2,17,18,59,32,28,26,16,10,2,0,96,93,2,68,5,28,55,11,24,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,3,2,3,6,0,0,12,5,0,2,0,10,4,1,0
03/27/2020,404,8,154,4,43,61,86,103,49,36,22,0,212,192,0,69,9,209,68,12,37,0,0,0,1,1,3,3,0,0,3,5,0,2,0,4,2,0,0,2,4,9,27,40,34,20,18,0,77,77,0,17,6,112,13,4,2
06/03/2020,280,21,51,23,61,47,41,44,32,18,14,0,154,126,0,111,3,67,26,17,56,0,2,0,0,0,1,9,9,0,10,11,0,9,0,8,4,0,0,1,7,5,3,4,15,9,7,0,23,28,0,13,0,27,9,0,2
06/26/2021,19,0,4,3,4,7,3,0,2,0,0,0,11,8,0,4,0,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,1,0,2,0,2,0,0,0
